pali,pos,grammar,derived from,neg,verb,meaning,category,stem,pattern,same pali,same meaning
ka?kh???h?n?ya,adj,adj,"['ka?kha??h?n?ya', 'ka?kh?']",,,"being a source of doubts, causing uncertainty",ncped,ka?kh???h?n?y,a adj,1,2
ka?kh?yita,nt,nt,,,,"doubt, uncertainty",ncped,ka?kh?yit,a nt,1,1
ka?khit?,fem,"fem, abstr",ka?khi(n),,,the being uncertain,ncped,kum?riy,? fem,1,1
ka??ak?lakkhana,nt,nt,,,,signs of health or omen on a rabbit?,ncped,ka??ak?lakkhan,a nt,1,0
ka??akita,nt,nt,,,,"moldy, mildewed; rusty",ncped,ka??akit,a nt,1,1
ka??ik?lakkha?a,nt,nt,,,,(according to commentary) signs of omen on an ear ornament or a roof plate,ncped,ka??ik?lakkha?,a nt,1,0
ka??akadh?na,nt,nt,ka??aka,,,a clump of thorns; a thorny place,ncped,ka??akadh?n,a nt,1,1
ka??akava??a,masc,masc,ka??aka,,,a clump or hedge of thorns,ncped,kul?pak,a masc,1,1
ka??ak?v??a,masc,masc,,,,"a hedge of thorns, a prickly hedge",ncped,ku??rak,a masc,1,1
kant?raddha,masc,masc,"['kant?ra', 'kant?raddh?na']",,,"a road through a wilderness, a dangerous path",ncped,kusal?bhisand,a masc,1,2
kant?raddh?na,masc,masc,"['kant?ra', 'kant?raddha(n)']",,,"a road through a wilderness, a dangerous path",ncped,kus?p?t,a masc,1,2
kant?ramagga,masc,masc,kant?ra,,,"a road through a wilderness, a dangerous way",ncped,kus?vah?r,a masc,1,1
kantatisalla,adj,adj,kantati,,,with dart cut out,ncped,kantatisall,a adj,1,1
kantehi,ind,"ind, adv, instr of","['kantena', 'kanta']",,,pleasingly; in a desired way,ncped,-,,1,2
kantena,ind,"ind, adv, instr of","['kantehi', 'kanta']",,,pleasingly; in a desired way,ncped,-,,1,2
kanteti,pr,pr,kantati,,,cuts; destroys,ncped,kant,eti pr,1,1
ka??hasutta,adj,adj,"['ka??hasuttaka', 'ka??ha']",,,a necklace or collar,ncped,ka??hasutt,a adj,1,2
ka??hasuttaka,adj,adj,"['ka??hasutta', 'ka??ha']",,,a necklace or collar,ncped,ka??hasuttak,a adj,1,2
kantika,adj,adj,"['kantati', 'kantiya']",,,desirable; pleasant,ncped,kantik,a adj,1,1
kantik?,fem,fem,,,,"one who spins, a spinsters",ncped,kha?opik,? fem,1,1
kantitasutta,nt,nt,kanta,,,spun thread,ncped,kantitasutt,a nt,1,1
kap?lahatta,adj,adj,kap?la,,,with alms-bowl in hand,ncped,kap?lahatt,a adj,1,1
kapa?ik?,adj,adj,,,,"pitiful, wretc.hed",ncped,kapa?,aka adj,1,1
kapiñjara,masc,masc,kapiñjala,,,"a bird, the francoline partridge",ncped,kussubbh,a masc,1,1
kapis?saka,nt,nt,kapi,,,the receptacle which receives or holds the bolt (of a door),ncped,kapis?sak,a nt,1,0
kapi??hana,masc,masc,kapitthana,,,"a kind of fruiting tree, prob. a fig",ncped,kussobbh,a masc,1,1
kapp?kappa,adj,adj,kappa,,,(what is) proper and not proper; allowable and not allowable,ncped,kapp?kapp,a adj,1,0
kappakata,adj,adj,,,,"(what is) made proper, made allowable; marked with the kappabi??u",ncped,kappakat,a adj,1,0
kappa?,ind,"ind, adv, acc sg of ",kappa,,,for an eon; for a very long time,ncped,-,,1,1
kappa?jaha,adj,adj,kappa,,,abandoning theories or figments,ncped,kappa?jah,a adj,1,1
kapp?peti,pr,"pr, caus of ","['kappeti', 'kappati']",,,causes to be harnessed or prepared; has dressed or trimmed,ncped,kapp?p,eti pr,1,1
kapp?sapicu,masc,masc,,,,cotton; cotton wool,ncped,kapp?sapic,u masc,1,1
kapp?sik?,fem,fem,kapp?siy?,,,the cotton plant,ncped,khattavijj,? fem,1,2
kapp?sikapa??a,nt,nt,kapp?sik?,,,the leaf of the cotton plant,ncped,kapp?sikapa??,a nt,1,1
kapp?siya,adj,adj,kapp?sika,,,"cotton, made of cotton",ncped,kapp?siy,a adj,1,1
kapp?siy?,fem,fem,kapp?sik?,,,the cotton plant,ncped,khambhan,? fem,1,2
kappa??ha,adj,adj,kappa,,,staying for an eon,ncped,kappa??h,a adj,1,1
kappa??hika,adj,adj,"['kappa??hiya', 'kappa']",,,existing for an eon; with effect for an eon,ncped,kappa??hik,a adj,1,2
kappa??hiya,adj,adj,"['kappa??hiya', 'kappa']",,,existing for an eon; with effect for an eon,ncped,kappa??hiy,a adj,1,2
kapp?vasesa?,ind,"ind, adv",kappa,,,for the remainder of the eon,ncped,-,,1,1
kappeta,masc,masc,,,,"one who effects, brings about",ncped,kokavigh?s,a masc,1,2
kappetar,masc,masc,,,,"one who effects, brings about",ncped,kappet,ar masc,1,2
kappiyaku??,fem,fem,kappiya,,,a hut or building used for storing or preparing lawful goods or food,ncped,kappiyaku?,? fem,1,1
k?rabhedaka,masc,"masc, agent",k?r?,,,(one) who breaks out of confinement; a jail-breaker,ncped,ga?akamah?matt,a masc,1,0
k?rak?raka,adj,adj,k?ra,,,who does acts of homage or service,ncped,k?rak?rak,a adj,1,1
k?rakasa?gha,masc,masc,k?ra,,,the sa?gha which performs a formal act; the enacting sa?gha,ncped,khurak?s,a masc,1,1
karaka?aka,masc,masc,kara,,,a ring-pull or wheel (used for drawing water),ncped,ko??huk,a masc,1,0
karak?ya,masc,masc,kara,,,"a body produced by action, the physical body",ncped,kosak?rak,a masc,1,1
kara??a,masc,masc,,,,a covered box or basket (of bamboo); (according to commentaries) the slough of a snake,ncped,kosik?rak,a masc,1,0
k?ra?dava,masc,masc,,,,chaff; sweepings,ncped,khettap?l,a masc,1,1
k?r?payati,pr,"pr, caus of ","['k?r?peti', 'karoti']",,,cause to make or do; has (something) made or done,ncped,k?r?pay,ati pr,1,0
karav?rapatta,nt,nt,,,,"“oleander leaf”, a kind of arrowhead",ncped,karav?rapatt,a nt,1,1
kareriku?ik?,fem,fem,,,,"the kareri hut, the hut near the kareri trees",ncped,khurasip??ik,? fem,1,1
karerima??alam?la,masc,masc,,,,"the kareri hall, the hall near the kareri trees",ncped,karerima??alam?l,a masc,1,1
k?reta,masc,masc,,,,one who causes; one who causes or instigates to do; one who deals with (with an act of the sa?gha),ncped,gandhagandh,a masc,1,0
k?retar,masc,masc,,,,one who causes; one who causes or instigates to do; one who deals with (with an act of the sa?gha),ncped,k?ret,ar masc,1,0
kar?saparibandha,masc,masc,karisa,,,obstructed by excrement,ncped,koseyyap?v?r,a masc,1,1
kariya,ger,ger,,,,having done,ncped,-,,1,1
kariyyati,pr,"pr, pass of","['karoti', 'kar?yati', 'kar?yate', 'kariyyate']",,,is done,ncped,kariyy,ati pr,1,2
karu?a,adj,adj,,,,compassionate; full of wise empathy,ncped,karu?,a adj,2,1
karu?a,adj,adj,,,,"stillness, meditation on compassion",ncped,karu?,a adj,2,1
k?ruññat?,fem,"fem, abstr",karuñña,,,compassion,ncped,gop?lik,? fem,1,1
kasaka,masc,masc,,,,a plowman,ncped,kh?rivivadh,a masc,1,1
kasambuka,adj,adj,,,,rotten,ncped,kasambuk,a adj,2,1
kasambuka,masc,masc,,,,rotten matter,ncped,kh?y,a masc,2,1
kasambukaj?ta,adj,adj,,,,decomposed; rotten,ncped,kasambukaj?t,a adj,1,1
kas?petabba,ptp,ptp of,,,,making plow,ncped,kas?petabb,a ptp,1,1
k?s?va?a,masc,masc,,,,a bath attendant; a barber,ncped,gandh?pah?r,a masc,1,1
k?s?yavasana,adj,adj,k?s?ya,,,wearing a yellowish-red robe,ncped,k?s?yavasan,a adj,1,3
k?s?yav?s?,adj,adj,k?s?ya,,,wearing a yellowish-red robe,ncped,k?s?yav?s,? adj,1,3
k?s?yavattha,adj,adj,k?s?ya,,,wearing a yellowish-red robe; wearing yellowish red clothes,ncped,k?s?yavatth,a adj,1,1
k?s?yavatthavasana,adj,adj,k?s?ya,,,wearing a yellowish-red robe,ncped,k?s?yavatthavasan,a adj,1,3
kasiral?bh?,adj,adj,kasira,,,"obtaining with difficulty, only with great effort; scarcely obtaining",ncped,kasiral?bh,? adj,1,1
k?siya,adj,adj,,,,coming from K?si (of cloth: of fine cotton or muslin; of sandal: of fine quality); (also k?sika),ncped,k?siy,a adj,1,0
katabba,ptp,ptp of,"['k?tabba', 'kata']",,,"to be done or made; to be carried out; what is to be done, what should be done",ncped,katabb,a ptp,1,1
katabha??a,nt,nt,kata,,,something manufactured (eg. cloth or worked metal); something not in its natural state,ncped,katabha??,a nt,1,0
ka?acchubhikkh?,fem,fem,ka?acchu,,,"alms given on a spoon, a spoonful of food",ncped,kumbhak?rik,? fem,1,1
ka?acchuka,masc,masc,,,,a spoon (for serving food); a (sacrificial) ladle,ncped,kula?kap?dak,a masc,1,0
ka?acchupariss?vana,nt,nt,ka?acchu,,,a handled strainer,ncped,ka?acchupariss?van,a nt,1,1
ka?agg?ha,masc,masc,,,,a winning catch at dice; good fortune,ncped,kumbhathenak,a masc,1,1
k??ako?acik?,fem,fem,,,,the male and female sexual organs or characteristics,ncped,g?thabhast,? fem,1,1
katamena,ind,"ind, adv, instr of",katama,,,in which direction? which way? where?,ncped,-,,1,0
katana,nt,nt,ka?ana,,,an evil action; an injury,ncped,katan,a nt,1,2
ka?ana,nt,nt,katana,,,an evil action; an injury,ncped,ka?an,a nt,1,2
katas?ma?a,adj,adj,kata,,,who has performed the duties of a s?mana,ncped,katas?ma?,a adj,1,1
ka?asiva??hana,adj,adj,ka?as?,,,"causing a heaping up of the cemetery ground, filling the cemetery",ncped,ka?asiva??han,a adj,1,1
ka?a??hika,nt,nt,"['ka?i??hika', 'ka?i']",,,the hip bone,ncped,ka?a??hik,a nt,1,1
kathali,fem,fem,ka?hali,,,potsherd; scraper,ncped,kathal,i fem,1,2
ka?hali,fem,fem,kathali,,,potsherd; scraper,ncped,ka?hal,i fem,1,2
katha? carahi,idiom,idiom,katha?,,,"how, pray? how indeed?",ncped,!,katha? carahi,1,0
katha? hi,idiom,idiom,katha?,,,how possibly how indeed?,ncped,!,katha? hi,1,0
katha? hi n?ma,idiom,idiom,katha?,,,+ future (or occasionally + opt.) how could …? how could … possibly? (expressing amazement and/or disapproval),ncped,!,katha? hi n?ma,1,0
katha? katha?,idiom,idiom,katha?,,,just how/ in which way?,ncped,!,katha? katha?,1,0
katha?gotta,adj,adj,katha?,,,belonging to what gotta?,ncped,katha?gott,a adj,1,0
katha?vihitaka,adj,adj,katha?,,,"determined, effected in what way?",ncped,katha?vihitak,a adj,1,0
kathañ ci,idiom,idiom,katha?,,,somehow or rather; with some difficulty,ncped,!,kathañ ci,1,1
kathan nu,idiom,idiom,katha?,,,how indeed? how possibly? how on earth? how really? exactly like what?,ncped,!,kathan nu,1,0
kathan nu kho,idiom,idiom,katha?,,,how indeed? how possibly? how on earth? how really? exactly like what?,ncped,!,kathan nu kho,1,0
kathik?,fem,fem,katika,,,"a mutual agreement, a pact; a group decision",ncped,kom?riy,? fem,1,1
ka?hinadussa,nt,nt,ka?hina,,,cloth (to be made up) on the ka?hina,ncped,ka?hinaduss,a nt,1,0
ka?hinaka,adj,adj,,,,the chapter concerned with ka?hina,ncped,ka?hinak,a adj,2,1
ka?hinaka,adj,adj,,,,(the section listing) the ka?hina sikkh?padas and those having a similar origin,ncped,ka?hinak,a adj,2,0
ka?hinarajju,fem,fem,ka?hina,,,the cord for (tying the robe material to) the ka?hina,ncped,ka?hinarajj,u fem,1,0
ka?hinasamu??h?na,nt,nt,ka?hina,,,the section listing the ka?hina sikkh?padas and those sikkh?padas having a similar origin,ncped,ka?hinasamu??h?n,a nt,1,1
ka?hinatth?raka,masc,masc,ka?hina,,,one who covers the ka?hina ; who supervises the making of the robe (which becomes his),ncped,kul?v,a masc,1,0
ka?hinatthara?a,nt,nt,ka?hina,,,the covering of the ka?hina ; the communal robe making and its ritual,ncped,ka?hinatthara?,a nt,1,1
ka?hinubbh?ra,masc,masc,ka?hina,,,removal of the ka?hina ; ending of the ka?hina ; ending of the ka?hina period (and of its special allowances),ncped,kul?rak,a masc,1,0
ka?hita,pp,pp of ,kuthita,,,"hot, boiling, seething",ncped,ka?hit,a pp,1,1
katiha?,ind,"ind, adv, ",kati,,,for how many days?,ncped,-,,1,0
katikkhattu?,ind,ind,kati,,,how many times?,ncped,-,,1,0
katima,adj,"adj, comp",,,,the “how-many-eth”? which day?,ncped,katim,a? adj,1,0
katip?haka?,ind,"ind, adv, ",,,,for a few days,ncped,-,,1,1
ka?isuttaka,nt,nt,ka?i,,,a girdle or belt (forbidden to bhikkhus but allowed for menstruating bhikkhunis),ncped,ka?isuttak,a nt,1,0
katt?,abs,abs of,,,,having done or made,ncped,-,,1,2
kattabbaka,adj,adj,karoti,,,(what is) to be done,ncped,kattabbak,a adj,1,0
kattariy?,fem,fem,kattarik?,,,scissors; clippers,ncped,kot?s?l,? fem,1,1
katthacina,ind,"ind, adv",kattha,,,anywhere; on any ground,ncped,-,,1,1
ka??hah?ri,fem,fem,ka??ha,,,one who gathers sticks or firewood,ncped,ka??hah?r,i fem,1,1
katthapariy?panna,adj,adj,kattha,,,"included in, belonging to, which?",ncped,katthapariy?pann,a adj,1,0
ka??hapuñja,masc,masc,ka??ha,,,"a pile of sticks, a heap of firewood",ncped,kulav,a masc,1,1
ka??hat?la,nt,nt,ka??ha,,,a wooden key,ncped,ka??hat?l,a nt,1,1
ka??hatumba,masc,masc,ka??ha,,,"a wooden vessel, a wooden water pot",ncped,kulaparivatt,a masc,1,1
katthogadha,adj,adj,kattha,,,"immersed, included in, which?",ncped,katthogadh,a adj,1,0
kattikacoraka,masc,masc,,,,a thief operating especially in the month of Kattika (October–November),ncped,kullakavih?r,a masc,1,0
kattikanakkhatta,nt,nt,,,,the constellation or lunar mansion of the Pleiades,ncped,kattikanakkhatt,a nt,1,1
kattikatem?sipu??am?,fem,fem,,,,(also kattikatem?sikapu??am?) the (day of the) full moon in pubbakattika which ends a three month period of rains-residence,ncped,kom?rik,? fem,1,0
ka?ukapabhedana,adj,adj,ka?uka,,,exuding pungent juice from its temples,ncped,ka?ukapabhedan,a adj,1,1
ka?ukatara,adj,"adj, compar of ",ka?uka,,,more bitter,ncped,ka?ukatar,a adj,1,1
k?t?na,abs,abs of,,,,having done or made,ncped,-,,1,2
ka??piya,adj,adj,"['ka??paga', 'ka?i']",,,"belonging to, fit for the hips",ncped,ka??piy,a adj,1,1
ka?uviya,nt,nt,,,,"(according to commentary) (what is) left over; (what is) polluted, impure",ncped,ka?uviy,a nt,1,0
kav??abaddha,adj,adj,kav??a,,,closed or fastened with a door; fitted with a door,ncped,kav??abaddh,a adj,1,1
kav??api??ha,nt,nt,kav??a,,,a door panel and post,ncped,kav??api??h,a nt,1,1
k?viya,adj,adj,k?veyya,,,produced by a sage or poet,ncped,k?viy,a adj,2,1
k?viya,nt,nt,k?veyya,,,poetry; poetry-writing,ncped,k?viy,a nt,2,1
k?yada??hibahula,masc,masc,"['k?yada?h?bahula', 'kña']",,,intent on strengthening the body; concerned with physical well being,ncped,kh?rarukkh,a masc,1,2
k?yada?h?bahula,masc,masc,"['k?yada??hibahula', 'kña']",,,intent on strengthening the body; concerned with physical well being,ncped,khuddar?j,a masc,1,2
k?yam?nasika,adj,adj,k?ya,,,connected with the body and mind,ncped,k?yam?nasik,a adj,1,1
k?y?nupassana,nt,nt,k?ya,,,contemplation of the body,ncped,k?y?nupassan,a nt,1,1
k?yaparih?riya,adj,adj,"['k?yaparih?rika', 'k?ya']",,,"(merely) protecting, sustaining the body",ncped,k?yaparih?riy,a adj,1,0
k?yappac?laka,nt,nt,k?ya,,,"shaking, swaying the body",ncped,k?yappac?lak,a nt,1,1
k?yura,nt,nt,k?y?ra,,,"a bracelet (worn on the upper arm); an arm-guard; (according to commentaries) a neck-ornament, a necklace",ncped,k?yur,a nt,1,0
kel?yati,pr,pr,ke??yati,,,"cares for, cherishes; treasures; is possessive of",ncped,kel?y,ati pr,1,2
ke??yati,pr,pr,kel?yati,,,"cares for, cherishes; treasures; is possessive of",ncped,ke??y,ati pr,1,2
kena up?yena,idiom,idiom,up?ya,,,in which way? how?,ncped,!,kena up?yena,1,0
ken?m?,masc,masc pl,"['k?n?m?', 'ki?n?ma', 'kinn?ma', 'ken?m?']",,,of what name? called what?,ncped,ken?m,a masc pl,1,0
kesamassulocana,adj,adj,kesamassu,,,pulling out the hairs of the head and of the beard,ncped,kesamassulocan,a adj,1,1
kesar?,adj,adj,kesari(n),,,"having a mane, a lion",ncped,kesar,? adj,1,1
kes?,adj,adj,,,,having fine or long hair,ncped,kes,? adj,1,1
ke?ubhi,adj,adj,,,,"cheating, fraudulent, deceiving",ncped,ke?ubh,i adj,1,2
ke?ubh?,adj,adj,,,,"cheating, fraudulent, deceiving",ncped,ke?ubh,? adj,1,2
kevalakappa?,ind,"ind, adv, acc sg of ",kevalakappa?,,,"entirely, wholly; decidedly",ncped,-,,1,1
kevalaparip?ra,adj,adj,kevala,,,whole and complete,ncped,kevalaparip?r,a adj,1,1
kh?dayati,pr,"pr, caus of ","['kh?d?peti', 'kh?dati']",,,cause to eat; feeds; causes to be eaten,ncped,kh?day,ati pr,1,1
khaggabaddhakappa,adj,adj,khagga,,,like a rhinoceros’ horn; (or like a rhinoceros) i.e. solitary,ncped,khaggabaddhakapp,a adj,1,0
khajjabhojja,nt,nt,khajja,,,hard and soft food; various kinds of food,ncped,khajjabhojj,a nt,1,1
khajjakabh?jaka,masc,masc,khajjaka,,,"one who distributes hard food, cakes etc.",ncped,c?rittakilamath,a masc,1,1
khajjupanaka,masc,masc,"['khajj?panaka', 'khajjopanaka']",,,"a firefly, a glowworm",ncped,cittadubbhak,a masc,1,2
khajj?panaka,masc,masc,"['khajjupanaka', 'khajjopanaka']",,,"a firefly, a glowworm",ncped,cittasa?khar,a masc,1,2
khalikh?,fem,fem,khalati,,,"(gaming on) a dicing circle, a dicing board",ncped,tath?t,? fem,1,0
khalita?sira,adj,adj,"['khalitasira(s)', 'khalita']",,,with a balding or bald head,ncped,khalita?sir,a adj,1,1
khallaka,nt,nt,,,,(probably) leather,ncped,khallak,a nt,1,0
kha?opi,fem,fem,ka?opi,,,a container; a pot; a basket,ncped,kha?op,i fem,1,1
khalu?kajjh?yita,nt,nt,kha?u?ka,,,"the thoughts, preoccupations of a second-rate horse",ncped,khalu?kajjh?yit,a nt,1,1
khalupacch?bhatt?,adj,adj,khalu,,,one who prefers further food,ncped,khalupacch?bhatt,? adj,1,1
kham?payati,pr,"pr, caus of ","['kham?peti', 'khamati']",,,asks pardon (for); asks forgiveness,ncped,kham?pay,ati pr,1,0
khambhan?,fem,fem,,,,"propping; making stiff; paralyzing; (or obstructing, hindering (?))",ncped,tatuttarit,? fem,1,0
khambhayati,pr,"pr, caus of ",khambheti,,,"props, supports; paralyzes, makes stiff (with fear); obstructs, hinders",ncped,khambhay,ati pr,1,0
khambheti,pr,"pr, caus of ",khambhayati,,,"props, supports; paralyzes, makes stiff (with fear); obstructs, hinders",ncped,khambh,eti pr,1,0
kha?akicca,adj,adj,kha?a,,,"having tasks every moment (?); acting immediately, or when there is opportunity, or at the right time (?)",ncped,kha?akicc,a adj,1,0
kha?aññ?,adj,adj,kha?a,,,"knowing the right moment, recognizing the opportunity",ncped,kha?aññ,? adj,1,1
khan?peti,pr,"pr, caus of ","['kha??peti', 'khanati']",,,causes to dig; makes excavate,ncped,khan?p,eti pr,1,1
kha???kha??ika,adj,adj,kha??a,,,split in pieces,ncped,kha???kha??ik,a adj,1,1
kha??animitta,adj,adj,kha??a,,,incompletely defined,ncped,kha??animitt,a adj,1,1
khandh?dhisa,adj,adj,khandha,,,like the elements of existence,ncped,khandh?dhis,a adj,1,1
khandh?dhivacana,nt,nt,khandha,,,designation as khandhas,ncped,khandh?dhivacan,a nt,1,1
khandhaja,adj,adj,khandha,,,"what grows from the stem, a shoot, a sprout",ncped,khandhaj,a adj,1,1
khandhakavatta,nt,nt,khandhaka,,,one of the 14 rules of conduct prescribed in the Vattakkhandhaka (Kd 18),ncped,khandhakavatt,a nt,2,0
khandhakavatta,nt,nt,khandhaka,,,one of 82 subsidiary rules of conduct prescribed in the Khandhaka section of the Vinayapi?aka; 71 rules from P?riv?sikakkhandhaka (Kd 12) and eleven from Kammakkhandhaka (Kd 11),ncped,khandhakavatt,a nt,2,0
kha??ita,pp,pp of ,,,,"cut, torn, broken; impaired",ncped,kha??it,a pp,1,1
khanita,pp,pp of ,khanati,,,dug; excavated,ncped,khanit,a pp,1,2
kha?ita,pp,pp of ,kha?ati,,,dug; excavated,ncped,kha?it,a pp,1,2
khanitt?,fem,fem,ka?itt?,,,(from kha?ati) an instrument for digging; a spade; a trowel,ncped,khanitt,? fem,1,0
kh?nu,masc,masc,kh??u,,,a stump (of a tree); a trunk,ncped,kh?n,u masc,1,0
kharagata,adj,adj,"['kharigata', 'khara']",,,hard; solid,ncped,kharagat,a adj,1,1
kh?rivivadha,masc,masc,"['kh?rividha', 'kh?rivividha']",,,a carrying-pole with the kh?ri container,ncped,cittekagg,a masc,1,1
kh?riya,adj,adj,kh?rika,,,acrid; pungent,ncped,kh?riy,a adj,1,1
kha?akha?asadda,adj,adj,,,,making a clacking or clattering noise,ncped,kha?akha?asadd,a adj,2,1
kha?akha?asadda,nt,nt,,,,a clacking or clattering noise,ncped,kha?akha?asadd,a nt,2,1
kha?opik?,fem,fem,,,,a small bedstead,ncped,je??h?pac?yit,? fem,1,1
khattavijj?,fem,fem,,,,the knowledge or competence required of a khattiya; polity; self-interest; expediency,ncped,ñ?tik,? fem,1,1
khattavijj?sippa,nt,nt,khattavijj?,,,the skill in polity; the branch of knowledge that is political science,ncped,khattavijj?sipp,a nt,1,1
khay?nupass?,adj,adj,khaya,,,"considering decay, ending, destruction",ncped,khay?nupass,? adj,1,1
khay?tita,adj,adj,khaya,,,"(of the moon) gone beyond waning, new",ncped,khay?tit,a adj,1,0
khayita,pp,pp of ,,,,perished; decayed,ncped,khayit,a pp,1,1
khayogadha,adj,adj,khaya,,,plunged into annihilation; immersed in ending; or with firm footing in ending,ncped,khayogadh,a adj,1,1
khe??saka,adj,adj,"['khe??sika', 'khe?a']",,,one who eats spittle; one who eats or uses what ought to be rejected,ncped,khe??sak,a adj,1,1
khematta,adj,adj,khema,,,"one who is secure, at peace",ncped,khematt,a adj,2,1
khematta,nt,"nt, abstr, from khema",khema,,,"security, safety; well being; peace",ncped,khematt,a nt,2,1
khettap?la,masc,masc,khetta,,,"one who guards a field, a watchman",ncped,cetakhil,a masc,1,1
khi???pad?sika,adj,adj,"['khi???padosika', 'khi???']",,,"spoilt, corrupted by sport and amusement",ncped,khi???pad?sik,a adj,1,1
kh?la??h?yi?hita,adj,adj,kh?la,,,standing as immovable post,ncped,kh?la??h?yi?hit,a adj,1,1
kh??akolañña,adj,adj,"['kh?yati', 'kh??a']",,,(also kh??akul?na) belonging to a family whose members are dead; without kin,ncped,kh??akolaññ,a adj,1,0
kh??akul?na,adj,adj,"['kh?yati', 'kh??a']",,,(also kh??akolañña) of a ruined family; or of a family whose members are dead,ncped,kh??akul?n,a adj,1,0
kh??avyappatha,adj,adj,kh?yati,,,of rough or hurtful speech; criticizing,ncped,kh??avyappath,a adj,1,1
khipp?bhiña,adj,adj,khippa,,,of swift understanding; characterized by quick intuition,ncped,khipp?bhiñ,a adj,1,1
khippatara,adj,adj,khippa,,,quicker; swifter,ncped,khippatar,a adj,1,1
kh?ramatta,masc,masc,kh?ra,,,"(one) made satisfied, drugged with milk, a baby",ncped,c?varapa?ivi?s,a masc,1,0
kh?ranika,adj,adj,,,,who milks,ncped,kh?ranik,a adj,1,1
